species,Freeze.tmin.lo
Bulbostylis parvinux,FreezingUnexposed
Bulbostylis puberula,FreezingUnexposed
Bulbostylis pyriformis,FreezingUnexposed
Bulbostylis turbinata,FreezingUnexposed
Bulbostylis warei,FreezingUnexposed
Bulnesia arborea,FreezingUnexposed
Bulnesia sarmientoi,FreezingUnexposed
Bumelia salicifolia,FreezingUnexposed
Bunchosia argentea,FreezingUnexposed
Bunchosia biocellata,FreezingUnexposed
Bunchosia cornifolia,FreezingUnexposed
Bunchosia glandulifera,FreezingUnexposed
Bunchosia glandulosa,FreezingUnexposed
Bunchosia hookeriana,FreezingUnexposed
Bunchosia lindeniana,FreezingUnexposed
Bunchosia macrophylla,FreezingUnexposed
Bunchosia media,FreezingUnexposed
Bunchosia montana,FreezingUnexposed
Bunchosia ocellata,FreezingUnexposed
Bunchosia odorata,FreezingUnexposed
Bunchosia palmeri,FreezingUnexposed
Bunchosia pilosa,FreezingUnexposed
Bunchosia pseudonitida,FreezingUnexposed
Bunchosia sonorensis,FreezingUnexposed
Bunias orientalis,FreezingExposed
Bunium bulbocastanum,FreezingExposed
Buphthalmum salicifolium,FreezingExposed
Bupleurum baldense,FreezingExposed
Bupleurum falcatum,FreezingExposed
Bupleurum fruticosum,FreezingExposed
Bupleurum rigidum,FreezingExposed
Bupleurum salicifolium,FreezingUnexposed
Bupleurum scorzonerifolium,FreezingExposed
Bupleurum tenuissimum,FreezingExposed
Burasaia madagascariensis,FreezingUnexposed
Burchardia bairdiae,FreezingUnexposed
Burchardia congesta,FreezingUnexposed
Burchardia multiflora,FreezingUnexposed
Burchardia umbellata,FreezingUnexposed
Burchellia bubalina,FreezingExposed
Burckella macropoda,FreezingUnexposed
Burckella obovata,FreezingUnexposed
Burckella polymera,FreezingUnexposed
Burckella poolei,FreezingUnexposed
Burdachia duckei,FreezingUnexposed
Burdachia prismatocarpa,FreezingUnexposed
Burdachia sphaerocarpa,FreezingUnexposed
Burkea africana,FreezingUnexposed
Burmannia biflora,FreezingExposed
Burmannia disticha,FreezingUnexposed
Burnatia enneandra,FreezingUnexposed
Burretiodendron hsienmu,FreezingUnexposed
Bursaria incana,FreezingUnexposed
Bursaria occidentalis,FreezingUnexposed
Bursaria spinosa,FreezingExposed
Bursera aptera,FreezingUnexposed
Bursera arborea,FreezingUnexposed
Bursera biflora,FreezingUnexposed
Bursera bipinnata,FreezingUnexposed
Bursera diversifolia,FreezingUnexposed
Bursera excelsa,FreezingUnexposed
Bursera fagaroides,FreezingUnexposed
Bursera glabra,FreezingUnexposed
Bursera glabrifolia,FreezingUnexposed
Bursera graveolens,FreezingUnexposed
Bursera heteresthes,FreezingUnexposed
Bursera instabilis,FreezingUnexposed
Bursera lancifolia,FreezingUnexposed
Bursera laxiflora,FreezingUnexposed
Bursera longipes,FreezingUnexposed
Bursera microphylla,FreezingUnexposed
Bursera penicillata,FreezingUnexposed
Bursera schlechtendalii,FreezingUnexposed
Bursera simaruba,FreezingUnexposed
Bursera stenophylla,FreezingUnexposed
Bursera submoniliformis,FreezingUnexposed
Bursera tomentosa,FreezingUnexposed
Bursera xochipalensis,FreezingUnexposed
Burttdavya nyasica,FreezingUnexposed
Bussea occidentalis,FreezingUnexposed
Butea monosperma,FreezingUnexposed
Butia capitata,FreezingExposed
Butia eriospatha,FreezingUnexposed
Butia yatay,FreezingUnexposed
Butomopsis latifolia,FreezingUnexposed
Butomus umbellatus,FreezingExposed
Buxus balearica,FreezingExposed
Buxus citrifolia,FreezingUnexposed
Buxus glomerata,FreezingUnexposed
Buxus microphylla,FreezingExposed
Buxus sempervirens,FreezingExposed
Buxus wallichiana,FreezingExposed
Byblis liniflora,FreezingUnexposed
Byrsocarpus coccineus,FreezingUnexposed
Byrsocarpus dinklagei,FreezingUnexposed
Byrsonima aerugo,FreezingUnexposed
Byrsonima arthropoda,FreezingUnexposed
Byrsonima coccolobifolia,FreezingUnexposed
Byrsonima coriacea,FreezingUnexposed
Byrsonima crassifolia,FreezingUnexposed
Byrsonima crispa,FreezingUnexposed
Byrsonima densa,FreezingUnexposed
Byrsonima japurensis,FreezingUnexposed
Byrsonima laevigata,FreezingUnexposed
Byrsonima lancifolia,FreezingUnexposed
Byrsonima ligustrifolia,FreezingUnexposed
Byrsonima lucida,FreezingUnexposed
Byrsonima obversa,FreezingUnexposed
Byrsonima poeppigiana,FreezingUnexposed
Byrsonima putumayensis,FreezingUnexposed
Byrsonima sericea,FreezingUnexposed
Byrsonima spicata,FreezingUnexposed
Byrsonima stipulacea,FreezingUnexposed
Byrsonima vacciniifolia,FreezingUnexposed
Byrsonima verbascifolia,FreezingUnexposed
Byrsonima wadsworthii,FreezingUnexposed
Byttneria aculeata,FreezingUnexposed
Byttneria aspera,FreezingUnexposed
Byttneria asterotricha,FreezingUnexposed
Byttneria pescapraeifolia,FreezingUnexposed
Cabomba caroliniana,FreezingExposed
Cabralea cangerana,FreezingUnexposed
Cabralea canjerana,FreezingUnexposed
Cacalia hastata,FreezingExposed
Cacalia rubescens,FreezingUnexposed
Cadaba farinosa,FreezingUnexposed
Cadellia pentastylis,FreezingUnexposed
Cadia commersoniana,FreezingUnexposed
Cadia purpurea,FreezingUnexposed
Caesalpinia caladenia,FreezingUnexposed
Caesalpinia coriaria,FreezingUnexposed
Caesalpinia decapetala,FreezingExposed
Caesalpinia echinata,FreezingUnexposed
Caesalpinia eriostachys,FreezingUnexposed
Caesalpinia ferrea,FreezingUnexposed
Caesalpinia gaumeri,FreezingUnexposed
Caesalpinia gilliesii,FreezingExposed
Caesalpinia glabrata,FreezingUnexposed
Caesalpinia granadillo,FreezingUnexposed
Caesalpinia major,FreezingUnexposed
Caesalpinia mollis,FreezingUnexposed
Caesalpinia paraguariensis,FreezingUnexposed
Caesalpinia platyloba,FreezingUnexposed
Caesalpinia pluviosa,FreezingUnexposed
Caesalpinia pulcherrima,FreezingUnexposed
Caesalpinia sappan,FreezingUnexposed
Caesalpinia sclerocarpa,FreezingUnexposed
Caesalpinia scortechinii,FreezingUnexposed
Caesalpinia subtropica,FreezingUnexposed
Caesalpinia velutina,FreezingUnexposed
Caesalpinia yucatanensis,FreezingUnexposed
Caesia calliantha,FreezingExposed
Caesia micrantha,FreezingUnexposed
Caesia parviflora,FreezingUnexposed
Caesia vittata,FreezingExposed
Caiophora lateritia,FreezingUnexposed
Cajanus cajan,FreezingUnexposed
Cajophora coronata,FreezingExposed
Cakile edentula,FreezingExposed
Cakile maritima,FreezingExposed
Caladenia aurantiaca,FreezingUnexposed
Caladenia caerulea,FreezingExposed
Caladenia carnea,FreezingExposed
Caladenia catenata,FreezingUnexposed
Caladenia testacea,FreezingExposed
Caladium bicolor,FreezingUnexposed
Caladium coerulescens,FreezingUnexposed
Caladium humboldtii,FreezingUnexposed
Caladium lindenii,FreezingUnexposed
Caladium macrotites,FreezingUnexposed
Caladium schomburgkii,FreezingUnexposed
Caladium ternatum,FreezingUnexposed
Calamagrostis anthoxanthoides,FreezingExposed
Calamagrostis arundinacea,FreezingExposed
Calamagrostis canadensis,FreezingExposed
Calamagrostis canescens,FreezingExposed
Calamagrostis cinnoides,FreezingExposed
Calamagrostis epigeios,FreezingExposed
Calamagrostis hakonensis,FreezingExposed
Calamagrostis intermedia,FreezingExposed
Calamagrostis lapponica,FreezingExposed
Calamagrostis montanensis,FreezingExposed
Calamagrostis neglecta,FreezingExposed
Calamagrostis phragmitoides,FreezingExposed
Calamagrostis pickeringii,FreezingExposed
Calamagrostis porteri,FreezingExposed
Calamagrostis pseudophragmites,FreezingExposed
Calamagrostis purpurascens,FreezingExposed
Calamagrostis purpurea,FreezingExposed
Calamagrostis stricta,FreezingExposed
Calamagrostis sylvatica,FreezingExposed
Calamagrostis varia,FreezingExposed
Calamagrostis villosa,FreezingExposed
Calamintha nepeta,FreezingExposed
Calamovilfa brevipilis,FreezingExposed
Calamovilfa longifolia,FreezingExposed
Calamus australis,FreezingUnexposed
Calamus caryotoides,FreezingUnexposed
Calamus moti,FreezingUnexposed
Calamus muelleri,FreezingUnexposed
Calamus rhabdocladus,FreezingUnexposed
Calandrinia acaulis,FreezingExposed
Calandrinia balonensis,FreezingUnexposed
Calandrinia cachinalensis,FreezingExposed
Calandrinia calyptrata,FreezingUnexposed
Calandrinia compressa,FreezingExposed
Calandrinia corrigioloides,FreezingUnexposed
Calandrinia eremaea,FreezingUnexposed
Calandrinia gracilis,FreezingUnexposed
Calandrinia grandiflora,FreezingExposed
Calandrinia granulifera,FreezingUnexposed
Calandrinia menziesii,FreezingExposed
Calandrinia micrantha,FreezingExposed
Calandrinia pickeringii,FreezingUnexposed
Calandrinia polyandra,FreezingUnexposed
Calandrinia ptychosperma,FreezingUnexposed
Calandrinia pumila,FreezingUnexposed
Calandrinia quadrivalvis,FreezingUnexposed
Calandrinia remota,FreezingUnexposed
Calandrinia stagnensis,FreezingUnexposed
Calandrinia strophiolata,FreezingUnexposed
Calandrinia uniflora,FreezingUnexposed
Calanthe sylvatica,FreezingUnexposed
Calanthe triplicata,FreezingUnexposed
Calathea allouia,FreezingUnexposed
Calathea inocephala,FreezingUnexposed
Calathea insignis,FreezingUnexposed
Calathea lutea,FreezingUnexposed
Calathea majestica,FreezingUnexposed
Calathea marantifolia,FreezingUnexposed
Calathea pachystachya,FreezingUnexposed
Calathea villosa,FreezingUnexposed
Calatola columbiana,FreezingUnexposed
Calatola costaricensis,FreezingUnexposed
Calatola laevigata,FreezingUnexposed
Calatola uxpanapensis,FreezingUnexposed
Calatola venezuelana,FreezingUnexposed
Calceolaria pavonii,FreezingUnexposed
Calceolaria polyrhiza,FreezingExposed
Calceolaria tripartita,FreezingExposed
Caldcluvia australiensis,FreezingUnexposed
Caldcluvia brassii,FreezingUnexposed
Caldcluvia celebica,FreezingUnexposed
Caldcluvia paniculata,FreezingExposed
Caldcluvia paniculosa,FreezingUnexposed
Caldcluvia papuana,FreezingUnexposed
Calderonella sylvatica,FreezingUnexposed
Caldesia oligococca,FreezingUnexposed
Caldesia parnassifolia,FreezingExposed
Calea prunifolia,FreezingUnexposed
Caleana major,FreezingExposed
Calectasia cyanea,FreezingUnexposed
Calendula arvensis,FreezingExposed
Calendula officinalis,FreezingExposed
Calicotome spinosa,FreezingUnexposed
Calicotome villosa,FreezingUnexposed
Calla palustris,FreezingExposed
Callerya megasperma,FreezingUnexposed
Calliandra angustifolia,FreezingUnexposed
Calliandra calothyrsus,FreezingUnexposed
Calliandra carbonaria,FreezingUnexposed
Calliandra eriophylla,FreezingExposed
Calliandra guildingii,FreezingUnexposed
Calliandra haematocephala,FreezingExposed
Calliandra surinamensis,FreezingUnexposed
Calliandra trinervia,FreezingUnexposed
Calliandra tweedii,FreezingUnexposed
Calliandropsis nervosus,FreezingUnexposed
Callicarpa americana,FreezingExposed
Callicarpa arborea,FreezingUnexposed
Callicarpa candicans,FreezingUnexposed
Callicarpa dichotoma,FreezingExposed
Callicarpa furfuracea,FreezingUnexposed
Callicarpa giraldii,FreezingExposed
Callicarpa japonica,FreezingExposed
Callicarpa longifolia,FreezingUnexposed
Callicarpa mollis,FreezingExposed
Callicarpa pedunculata,FreezingUnexposed
Callicarpa pentandra,FreezingUnexposed
Callicarpa rubella,FreezingExposed
Callicarpa tomentosa,FreezingUnexposed
Callicephalus nitens,FreezingExposed
Callichlamys latifolia,FreezingUnexposed
Callicoma serratifolia,FreezingUnexposed
Calligonum comosum,FreezingUnexposed
Calligonum mongolicum,FreezingExposed
Callipeltis cucullaris,FreezingExposed
Callirhoe involucrata,FreezingExposed
Callisia ciliata,FreezingUnexposed
Callisia fragrans,FreezingExposed
Callisia gracilis,FreezingExposed
Callistemon acuminatus,FreezingUnexposed
Callistemon brachyandrus,FreezingUnexposed
Callistemon chisholmii,FreezingUnexposed
Callistemon citrinus,FreezingUnexposed
Callistemon comboynensis,FreezingUnexposed
Callistemon flavovirens,FreezingExposed
Callistemon formosus,FreezingUnexposed
Callistemon forresterae,FreezingUnexposed
Callistemon gnidioides,FreezingUnexposed
Callistemon kenmorrisonii,FreezingUnexposed
Callistemon lanceolatus,FreezingUnexposed
Callistemon linearifolius,FreezingUnexposed
Callistemon linearis,FreezingUnexposed
Callistemon macropunctatus,FreezingUnexposed
Callistemon montanus,FreezingUnexposed
Callistemon nyallingensis,FreezingUnexposed
Callistemon pachyphyllus,FreezingUnexposed
Callistemon pallidus,FreezingExposed
Callistemon pancheri,FreezingUnexposed
Callistemon pearsonii,FreezingUnexposed
Callistemon phoeniceus,FreezingUnexposed
Callistemon pinifolius,FreezingUnexposed
Callistemon pityoides,FreezingExposed
Callistemon polandii,FreezingUnexposed
Callistemon pungens,FreezingExposed
Callistemon rigidus,FreezingUnexposed
Callistemon salignus,FreezingUnexposed
Callistemon shiressii,FreezingUnexposed
Callistemon sieberi,FreezingExposed
Callistemon speciosus,FreezingExposed
Callistemon suberosus,FreezingUnexposed
Callistemon subulatus,FreezingExposed
Callistemon teretifolius,FreezingUnexposed
Callistemon viminalis,FreezingUnexposed
Callistemon viridiflorus,FreezingExposed
Callistephus chinensis,FreezingExposed
Callisthene fasciculata,FreezingUnexposed
Callisthene hassleri,FreezingUnexposed
Callisthene major,FreezingUnexposed
Callitriche antarctica,FreezingExposed
Callitriche brutia,FreezingExposed
Callitriche cophocarpa,FreezingExposed
Callitriche hamulata,FreezingExposed
Callitriche hermaphroditica,FreezingExposed
Callitriche heterophylla,FreezingExposed
Callitriche marginata,FreezingExposed
Callitriche nuttallii,FreezingUnexposed
Callitriche palustris,FreezingExposed
Callitriche peploides,FreezingUnexposed
Callitriche platycarpa,FreezingExposed
Callitriche stagnalis,FreezingExposed
Callitriche terrestris,FreezingExposed
Callitriche trochlearis,FreezingExposed
Callitriche truncata,FreezingExposed
Callitriche umbonata,FreezingExposed
Callitriche verna,FreezingExposed
Callitris baileyi,FreezingUnexposed
Callitris canescens,FreezingUnexposed
Callitris columellaris,FreezingUnexposed
Callitris endlicheri,FreezingExposed
Callitris glaucophylla,FreezingUnexposed
Callitris gracilis,FreezingUnexposed
Callitris intratropica,FreezingUnexposed
Callitris macleayana,FreezingUnexposed
Callitris muelleri,FreezingUnexposed
Callitris neocaledonica,FreezingUnexposed
Callitris oblonga,FreezingExposed
Callitris preissii,FreezingUnexposed
Callitris rhomboidea,FreezingUnexposed
Callitris sulcata,FreezingUnexposed
Callitris tuberculata,FreezingUnexposed
Callitris verrucosa,FreezingUnexposed
Calluna vulgaris,FreezingExposed
Calocedrus decurrens,FreezingExposed
Calocedrus macrolepis,FreezingUnexposed
Calocephalus platycephalus,FreezingUnexposed
Calochilus campestris,FreezingExposed
Calochilus robertsonii,FreezingExposed
Calochlaena dubia,FreezingExposed
Calochortus albus,FreezingExposed
Calochortus aureus,FreezingExposed
Calochortus catalinae,FreezingUnexposed
Calochortus clavatus,FreezingExposed
Calochortus concolor,FreezingUnexposed
Calochortus eurycarpus,FreezingExposed
Calochortus flexuosus,FreezingExposed
Calochortus gunnisonii,FreezingExposed
Calochortus kennedyi,FreezingExposed
Calochortus luteus,FreezingExposed
Calochortus macrocarpus,FreezingExposed
Calochortus monophyllus,FreezingExposed
Calochortus nudus,FreezingExposed
Calochortus nuttallii,FreezingExposed
Calochortus obispoensis,FreezingUnexposed
Calochortus pulchellus,FreezingUnexposed
Calochortus splendens,FreezingExposed
Calochortus superbus,FreezingExposed
Calochortus tiburonensis,FreezingUnexposed
Calochortus tolmiei,FreezingExposed
Calochortus venustus,FreezingExposed
Calochortus weedii,FreezingUnexposed
Calodecaryia crassifolia,FreezingUnexposed
Calodendrum capense,FreezingUnexposed
Caloncoba brevipes,FreezingUnexposed
Caloncoba echinata,FreezingUnexposed
Calophyllum angulare,FreezingUnexposed
Calophyllum australianum,FreezingUnexposed
Calophyllum austrocoriaceum,FreezingUnexposed
Calophyllum blancoi,FreezingUnexposed
Calophyllum brasiliense,FreezingUnexposed
Calophyllum brassii,FreezingUnexposed
Calophyllum calaba,FreezingUnexposed
Calophyllum caledonicum,FreezingUnexposed
Calophyllum cerasiferum,FreezingUnexposed
Calophyllum congestiflorum,FreezingUnexposed
Calophyllum costatum,FreezingUnexposed
Calophyllum drouhardii,FreezingUnexposed
Calophyllum dryobalanoides,FreezingUnexposed
Calophyllum inophyllum,FreezingUnexposed
Calophyllum lanigerum,FreezingUnexposed
Calophyllum longifolium,FreezingUnexposed
Calophyllum macrocarpum,FreezingUnexposed
Calophyllum mariae,FreezingUnexposed
Calophyllum neoebudicum,FreezingUnexposed
Calophyllum papuanum,FreezingUnexposed
Calophyllum parviflorum,FreezingUnexposed
Calophyllum pauciflorum,FreezingUnexposed
Calophyllum pulcherrimum,FreezingUnexposed
Calophyllum recurvatum,FreezingUnexposed
Calophyllum soulattri,FreezingUnexposed
Calophyllum teysmannii,FreezingUnexposed
Calophyllum venulosum,FreezingUnexposed
Calophyllum vernicosum,FreezingUnexposed
Calophyllum wallichiana,FreezingUnexposed
Calopogon pulchellus,FreezingExposed
Calopogon tuberosus,FreezingExposed
Calopogonium caeruleum,FreezingUnexposed
Calopogonium mucunoides,FreezingUnexposed
Calopsis paniculata,FreezingUnexposed
Calopyxis malifolia,FreezingUnexposed
Calothamnus aridus,FreezingUnexposed
Calothamnus formosus,FreezingUnexposed
Calothamnus gibbosus,FreezingUnexposed
Calothamnus graniticus,FreezingUnexposed
Calothamnus hirsutus,FreezingUnexposed
Calothamnus homalophyllus,FreezingUnexposed
Calothamnus longissimus,FreezingUnexposed
Calothamnus macrocarpus,FreezingUnexposed
Calothamnus microcarpus,FreezingUnexposed
Calothamnus oldfieldii,FreezingUnexposed
Calothamnus pachystachyus,FreezingUnexposed
Calothamnus pinifolius,FreezingUnexposed
Calothamnus preissii,FreezingUnexposed
Calothamnus quadrifidus,FreezingUnexposed
Calothamnus robustus,FreezingUnexposed
Calothamnus rupestris,FreezingUnexposed
Calothamnus sanguineus,FreezingUnexposed
Calothamnus torulosus,FreezingUnexposed
Calothamnus tuberosus,FreezingUnexposed
Calothamnus validus,FreezingExposed
Calothamnus villosus,FreezingUnexposed
Calotis cuneifolia,FreezingExposed
Calotis hispidula,FreezingUnexposed
Calotis inermis,FreezingUnexposed
Calotis lappulacea,FreezingExposed
Calotis latiuscula,FreezingUnexposed
Calotropis gigantea,FreezingUnexposed
Calotropis procera,FreezingExposed
Calpocalyx brevibracteatus,FreezingUnexposed
Calpocalyx heitzii,FreezingUnexposed
Calpocalyx klainei,FreezingUnexposed
Calpurnia aurea,FreezingUnexposed
Calpurnia sericea,FreezingExposed
Caltha appendiculata,FreezingExposed
Caltha palustris,FreezingExposed
Calycanthus fertilis,FreezingExposed
Calycanthus floridus,FreezingExposed
Calycanthus occidentalis,FreezingExposed
Calycocarpum lyonii,FreezingExposed
Calycocorsus stipitatus,FreezingExposed
Calycogonium krugii,FreezingUnexposed
Calycogonium squamulosum,FreezingUnexposed
Calycolpus goetheanus,FreezingUnexposed
Calycolpus warscewiczianus,FreezingUnexposed
Calycopeplus collinus,FreezingUnexposed
Calycopeplus marginatus,FreezingUnexposed
Calycophyllum acreanum,FreezingUnexposed
Calycophyllum candidissimum,FreezingUnexposed
Calycophyllum multiflorum,FreezingUnexposed
Calycophyllum spruceanum,FreezingUnexposed
Calycophysum pedunculatum,FreezingUnexposed
Calycopteris floribunda,FreezingUnexposed
